239382,Sie sieht alles schwarz,11,2,1
271622,Er ist dumm wie Brot,11,3,2
277689,Sie schert sich zum Teufel,11,5,3
312962,Er ist eine falsche Schlange,11,6,4
210143,Er feuerte ihn,11,10,5
71139,Sie ist nur noch Haut und Knochen,11,12,6
380492,Ihr läuft die Galle über,11,13,7
251473,Sie machte ihn zur Sau,11,20,8
346208,Sie ist stur wie ein Bock,11,22,9
225252,Sie macht ihr die Hölle heiß,11,27,10
145703,Er plaudert aus dem Nähkästchen,22,35,11
45980,Sie hat die Weisheit mit Löffeln gefressen,22,36,12
284723,Sie baut Luftschlösser,22,37,13
329071,Sie wägt ihre Worte ab,22,43,14
357275,Es ist Jacke wie Hose,22,46,15
366344,Er schweigt wie ein Grab,22,47,16
334100,Er schüttet ihr sein Herz aus,22,51,17
401645,Sie kommt auf einen Sprung herein,22,53,18
100351,Er ist bekannt wie ein bunter Hund,22,57,19
219212,Sie redet Klartext,22,58,20
301854,Er ist wie aus dem Ei gepellt,33,63,21
110453,Sie hat Geld ohne Ende,33,64,22
214184,Er grinst wie ein Honigkuchenpferd,33,73,23
385525,Mir fällt ein Stein vom Herzen,33,75,24
304894,Er hat einen guten Draht zu ihm,33,79,25
459034,Sie eroberte sein Herz,33,80,26
374424,Sie holt für ihn die Sterne vom Himmel,33,84,27
22797,Er grinst über beide Ohren,33,85,28
13735,Er hat Schmetterlinge im Bauch,33,87,29
177943,Er ist bis über beide Ohren verliebt,33,88,30
81236,Sie wird dafür hart bestraft,44,94,31
60072,Er leidet sehr unter die Kritik seines Chefs,44,100,32
170914,Sie macht sich Sorgen um ihre Zukunft,44,101,33
361316,Er ist wütend auf sie,44,103,34
123544,Sie ist unfähig,44,106,35
120510,Sie hat einen Schnupfen,44,112,36
195046,Sie ist davon verwirrt,44,116,37
448960,Er hatte Schwierigkeiten damit,44,117,38
36906,Er geht kaum noch aus dem Haus,44,118,39
307929,Das war eine schwierige Entscheidung,44,120,40
422783,Sie bespricht die Angelegenheit mit ihren Kollegen,55,126,41
163840,Er denkt jetzt daran,55,127,42
33866,Es geht um tägliche Aufgaben,55,129,43
182972,Es hat nichts damit zu tun,55,131,44
126578,Er schreibt seine Gedanken auf,55,137,45
140675,Alles läuft wie immer,55,138,46
232320,Sie bekommt einen Auftrag,55,140,47
103385,Es wurde heute aufgeräumt,55,143,48
268593,Sie ist nun ruhig,55,146,49
228286,Sie versteht was er meint,55,149,50
49008,Sie schaffen das ganz gut,66,151,51
129612,Er spaziert durch die Sonne,66,153,52
408679,Sie lernte es mühelos,66,156,53
442891,Das ist beruhigend,66,157,54
243411,Sie lacht über den Scherz,66,161,55
205110,Das war eine schöne Erinnerung,66,166,56
136646,Er wird freundlich aufgenommen,66,167,57
246439,Sie fühlt sich gesund und aktiv,66,170,58
413709,Er genießt die Gesellschaft,66,176,59
439863,Er ist total zufrieden mit sich,66,179,60
155778,### #### #### #########,77,181,71
78203,####### ### ###### ######### ##### ####,77,183,
158806,#### ##### #### #####,77,184,
416748,### #### ##### ######## #### ###,77,186,
274655,#### ###### ####### #####,77,191,
256512,## ### ##### ############,77,194,
89270,### ### #### ##### ####,77,196,
264553,## ##### ### #####,77,198,
235348,### ###### ### ##### ###,77,200,
340139,### #### ## ### #####,77,202,
106419,## ### ######### #####,77,204,
319003,### ####### #### ### ### ######## ### #########,77,206,
75174,### ####### #### ### ######,77,211,
398606,### ##### ### ####### ####,77,226,
296820,#### #### ### ##### ### #####,77,229,
189011,##### ##### ## ####### #### ########## ### ########,77,230,
166880,#### ###### #########,77,233,
65100,#### ##### ##### ##### ####,77,237,
287752,## ## ##########,77,239,
343174,### #### ####### ##,77,241,
97311,## ### ####### #######,77,242,
453994,## ### ##### ######## ##### #########,77,246,
445927,## ### #### ###### ### ### ########## ##,77,250,
202080,#### #### ##### ##########,77,255,
377458,#### ###### ###### #######,77,256,
16763,### ### ########## ##########,77,257,
56042,## ###### ###############,77,262,
290786,## ######## ##### #####,77,264,
117481,### ####### #### ######## ## ###,77,266,
325037,## ##### ###### ##### #####,77,270,
1627,Es stört keinen großen Geist,99,274,61
4661,Er bekam sein Fett weg,99,275,62
7695,Wurde er kritisiert?,88,909,63
26831,Ist er sehr froh?,88,910,64
39939,Verbringt er viel Zeit in der Natur?,88,911,65
149744,Plaudert er Geheimnisse aus?,88,912,66
350242,Ist sie sehr nachgiebig?,88,913,67
369383,Verrät er das Geheimnis?,88,914,68
391565,Bin ich erleichtert?,88,915,69
430817,Hält sie die Angelegenheit geheim?,88,916,70
